A-Party Number,Total Calls,Unique B-Parties,Average Call Duration,Call Success Rate,Spam
990003824134,820,645,4556,0.79,0
990000027706,533,766,2437,0.67,0
990083929195,743,475,4333,0.52,0
990080627461,501,592,5349,0.81,0
990054023306,1066,712,2907,0.7,0
990052904633,418,734,1755,0.72,0
990071447360,1730,1412,9632,0.34,1
990027494570,440,146,4836,0.78,1
990047587699,181,163,5452,0.56,0
990090064381,781,387,7000,0.79,0
990048387172,371,718,4962,0.7,0
990026126754,216,771,3036,0.73,0
990029418242,838,623,2684,0.7,0
990084421862,1062,561,2787,0.62,0
990072244606,1442,517,2993,0.57,0
990096647143,562,382,7095,0.67,0
990093489570,878,104,5380,0.5,0
990000421388,1375,738,2015,0.51,0
990019869263,906,1104,3800,0.55,0
990062820472,513,393,1930,0.52,0
990082527787,1398,741,1988,0.5,0
990081714968,1057,823,4486,0.7,0
990062089025,1930,1253,8834,0.38,1
990038979646,1142,458,4106,0.75,1
990004037376,523,503,1620,0.51,0
990013492553,1041,283,5280,0.72,0
990029307079,947,153,5439,0.84,0
990001033208,620,451,4342,0.81,0
990073333406,1067,526,3307,0.53,0
990069085673,1915,1217,10655,0.22,1
990079925133,769,700,2389,0.51,0
990069908144,1217,212,1711,0.64,0
990035046534,488,434,3385,0.61,0
990046562661,774,652,6423,0.65,0
990083529483,747,394,4988,0.85,0
990028342593,854,341,5590,0.66,0
990021868837,516,318,2288,0.53,0
990014233465,2151,848,6115,0.44,1
990076127352,1132,582,7502,0.8,0
990054333844,1341,264,6647,0.74,0
990043585879,529,1101,3917,0.9,0
990021450158,1115,526,6769,0.9,0
990067239450,1305,608,4809,0.82,0
990000588180,1290,1006,8698,0.34,1
990031240213,655,518,3644,0.66,0
990001533437,1040,578,2121,0.51,0
990042135861,1004,235,2944,0.64,0
990052062964,1286,734,4690,0.61,0
990078115352,789,747,5621,0.75,0
990067800324,1263,374,2430,0.5,0
990036589714,646,414,4631,0.6,0
990005508825,1708,886,6663,0.81,0
990066068963,779,257,6560,0.77,0
990070151767,686,759,6143,0.75,0
990013480335,553,477,2496,0.78,0
990095291302,1223,719,5791,0.64,0
990060250347,931,260,7144,0.88,0
990020891521,983,163,5720,0.75,0
990038661766,1462,571,4115,0.79,0
990076150100,1008,263,2194,0.67,0
990074915814,436,396,5804,0.53,0
990056189557,1039,395,4352,0.57,0
990053834185,1094,453,2942,0.6,0
990005292848,929,697,3574,0.67,0
990068298325,1183,778,4345,0.81,0
990010395895,970,385,6424,0.8,0
990080766462,686,511,6900,0.53,1
990033282003,1263,390,6781,0.59,0
990093319621,1300,432,3862,0.8,0
990056657882,530,628,5316,0.75,1
990069008203,589,465,6003,0.81,0
990086118451,857,400,2530,0.7,0
990097428215,843,529,4110,0.63,0
990024089579,346,185,6552,0.78,0
990080545356,1031,222,1229,0.87,0
990059276627,1055,206,2735,0.7,0
990089832935,407,374,4272,0.54,0
990070179434,514,803,6384,0.64,0
990052622583,830,461,3849,0.68,0
990027690967,1088,731,2709,0.77,0
990047342239,409,379,2557,0.61,0
990084883393,988,628,4111,0.6,0
990032211110,1282,816,4644,0.61,0
990013364011,1372,267,3221,0.77,0
990013049831,1905,579,4581,0.8,0
990025523707,466,726,4428,0.73,0
990002572601,748,657,4222,0.84,0
990007206548,564,864,2386,0.66,0
990003809916,1670,965,7298,0.33,1
990080905053,1265,650,5324,0.54,0
990061467662,2392,874,8253,0.42,1
990006678413,220,477,3693,0.58,0
990011046816,604,242,5039,0.53,0
990009625873,211,777,6341,0.88,0
990037370219,273,503,5373,0.69,0
990099849077,137,1030,6144,0.7,0
990065559458,603,253,3466,0.73,0
990075897849,769,309,4067,0.73,0
990083921851,775,342,5908,0.67,0
990004815682,1158,439,3446,0.73,0
990049410556,446,445,2239,0.57,0
990007236183,1755,1002,5467,0.36,1
990020610227,1064,528,3452,0.9,0
990061489518,247,791,7113,0.74,0
990087282735,371,219,3711,0.6,0
990033303384,916,463,5433,0.58,0
990069159357,712,170,4807,0.51,0
990063809999,1392,704,3302,0.52,0
990003243734,1738,1100,8805,0.45,1
990094338745,622,400,8584,0.67,0
990004171992,805,666,9346,0.87,0
990020071376,767,239,5550,0.55,0
990031561286,1194,517,6872,0.63,0
990079864983,1424,899,6951,0.34,1
990031791766,771,236,4226,0.59,0
990083321149,833,765,3528,0.85,1
990074624673,648,549,5842,0.66,0
990036569896,2184,1100,10401,0.46,1
990089521285,1409,309,3202,0.77,0
990081224476,919,318,2975,0.74,0
990095531235,2052,1146,9253,0.41,1
990048000046,934,643,1964,0.52,0
990032631216,181,482,5050,0.51,0
990085573764,163,611,2228,0.78,0
990023033699,1291,661,9399,0.33,1
990071163644,614,667,3798,0.58,0
990033613129,1420,1197,7941,0.39,1
990071392214,1076,503,6946,0.9,0
990025104053,1448,329,3513,0.54,0
990054115833,987,1065,5171,0.87,0
990094755913,885,736,5252,0.8,0
990058627809,1142,377,3920,0.51,0
990014729029,806,441,3014,0.76,0
990043811034,2459,1168,8599,0.32,1
990001830586,972,524,2326,0.84,0
990047697404,527,537,2458,0.78,0
990063492711,1013,702,1736,0.88,0
990061608052,489,560,4307,0.58,0
990088910333,1747,1031,10044,0.4,1
990024310277,817,734,3710,0.79,0
990061916674,654,720,6487,0.65,0
990073205171,1763,1152,8403,0.44,1
990042582704,703,443,6026,0.74,0
990027609425,542,514,3497,0.75,0
990010019038,1139,326,1793,0.83,0
990089908449,1172,605,6660,0.7,0
990064722369,756,874,3717,0.84,0
990068833914,1464,667,5359,0.83,0
990072517969,924,223,5820,0.75,0
990050389539,843,501,5010,0.67,0
990078857914,887,466,3059,0.72,0
990070330692,287,375,2191,0.72,0
990004417100,1122,304,4327,0.64,1
990070865767,1428,426,1899,0.79,0
990071500144,2378,1070,9752,0.33,1
990098529531,688,242,2565,0.66,0
990091834718,907,486,4177,0.67,0
990049217861,947,863,1864,0.78,1
990054624588,496,423,5437,0.6,0
990029222115,1355,327,2306,0.81,0
990099728834,931,609,3263,0.56,0
990042440893,1647,540,3524,0.6,0
990041959186,760,324,1463,0.74,0
990052032578,1029,633,4296,0.51,0
990044109718,1567,813,5992,0.75,0
990005154964,732,341,2188,0.57,0
990016384582,753,271,6951,0.56,0
990044138189,1926,826,10384,0.4,1
990032171655,616,635,6550,0.85,0
990095582516,951,356,6163,0.86,0
990075159516,433,309,3894,0.65,0
990082205595,1545,707,4051,0.53,0
990060208915,1215,467,4256,0.54,0
990031558361,359,224,4222,0.63,0
990046100002,1041,271,3905,0.69,0
990007335473,844,253,4811,0.86,0
990083853801,860,491,5402,0.86,1
990096056325,290,418,6003,0.71,0
990030947009,1084,693,3820,0.73,0
990068280614,281,1023,4094,0.57,1
990012119352,584,649,4142,0.68,0
990018078330,2032,1257,8002,0.37,1
990077055830,488,969,2090,0.71,0
990060985287,871,478,5401,0.73,0
990072451129,751,353,3275,0.65,0
990082227377,719,100,3439,0.8,0
990007369013,742,814,4199,0.62,0
990049601307,1439,855,9466,0.42,1
990037953370,957,857,3308,0.54,0
990073003604,2136,1251,10916,0.4,1
990041356584,631,362,2583,0.9,0
990056864676,1249,782,5072,0.64,0
990084082440,591,651,4563,0.59,0
990018570057,677,415,6380,0.77,0
990006126488,745,325,4721,0.79,0
990003201746,823,716,3565,0.65,0
990019432008,1071,615,3147,0.79,0
990053390866,706,280,7122,0.56,0
990021526520,440,138,6019,0.8,0
990084997737,999,166,3379,0.64,0
990024720964,1213,1017,8891,0.4,1
990033376521,1765,371,4903,0.53,0
990086650638,826,289,6207,0.59,0
990053552389,1524,757,10223,0.47,1
990019470583,745,326,4773,0.7,0
990026458767,1078,871,7316,0.6,0
990046337599,939,459,6694,0.61,0
990095561274,179,285,6343,0.67,0
990041189245,1788,269,2190,0.6,0
990086558188,1008,525,2716,0.62,0
990030502035,693,530,8797,0.82,0
990026313244,887,656,7860,0.5,0
990067386808,759,356,5352,0.69,0
990087976038,1018,593,3194,0.59,0
990071645086,475,265,7747,0.53,0
990095880617,1163,343,5890,0.81,0
990027044987,361,256,3342,0.85,0
990032403303,2170,1482,8546,0.41,1
990031022727,868,648,3758,0.9,0
990092219680,415,404,2916,0.8,0
990023957128,285,264,5047,0.6,0
990040783970,1144,355,3417,0.55,0
990045309637,205,462,6009,0.76,0
990018518955,1101,524,5455,0.86,0
990062269830,909,466,3155,0.85,0
990069192692,1559,661,8676,0.4,1
990018374966,911,745,3394,0.87,0
990076652559,837,796,4552,0.88,0
990048593298,1413,818,5728,0.81,0
990051000752,1328,656,5094,0.73,0
990023569586,672,714,5044,0.84,0
990057510028,948,881,4948,0.58,0
990099466767,470,150,4382,0.76,0
990047167609,674,532,6704,0.59,0
990049794472,559,524,4819,0.87,0
990088017859,526,683,3520,0.68,0
990027328214,743,389,3651,0.74,0
990004827776,574,608,5461,0.5,0
990094223029,891,353,3582,0.77,0
990024012537,1907,1221,9953,0.32,1
990078657924,634,591,2958,0.67,0
990039674980,921,383,6784,0.9,0
990054188851,1308,536,2043,0.68,0
990047952748,1263,675,3781,0.67,0
990036525535,698,454,3532,0.68,0
990073846042,837,340,3002,0.56,0
990027471582,641,351,5370,0.86,0
990044568670,1525,668,6188,0.89,0
990011678851,536,289,5381,0.69,0
990019271602,1135,215,3480,0.65,0
990001392805,961,640,3530,0.54,0
990068589260,587,366,8049,0.82,0
990006596657,776,755,6195,0.74,0
990059226580,732,511,2786,0.54,0
990018699707,906,948,1778,0.82,0
990033740040,925,759,6646,0.89,0
990064924753,923,450,2227,0.89,0
990004898562,268,535,6481,0.68,0
990078019410,363,611,4334,0.69,0
990051840658,650,576,6869,0.74,0
990004850396,776,598,2386,0.62,0
990002642752,2204,200,5202,0.79,0
990031068501,1118,552,2262,0.8,0
990083551817,821,679,4013,0.82,0
990093334418,330,602,7217,0.71,0
990081385589,504,898,3155,0.52,0
990070887568,1699,105,3662,0.85,0
990072177483,356,458,626,0.79,0
990073281918,607,679,3959,0.61,0
990007848807,425,375,2748,0.88,0
990070029282,2044,1141,7484,0.41,1
990000953247,1826,104,1801,0.81,0
990027530645,1073,420,4291,0.63,0
990097628961,932,678,4160,0.82,0
990074928590,1160,662,4821,0.8,0
990043745948,712,416,1481,0.76,0
990074638246,598,370,5919,0.52,0
990034999380,703,697,8899,0.58,0
990072459885,628,721,1997,0.7,0
990001867482,809,436,3352,0.74,0
990092300445,793,625,4465,0.79,0
990095833722,894,448,5601,0.53,0
990065859838,586,550,3151,0.57,0
990068269837,618,462,4467,0.62,0
990080516001,1200,210,5477,0.57,0
990049397095,1341,481,4852,0.64,0
990005732722,625,668,4481,0.79,0
990067949101,386,403,3190,0.87,0
990086471589,302,441,4387,0.71,0
990068344853,1180,619,7609,0.56,0
990051200755,539,833,2643,0.63,0
990030732944,523,539,3201,0.84,0
990032740656,749,618,4454,0.55,0
990049557878,1608,1197,8988,0.39,0
990091224883,1007,600,8307,0.72,0
990055945194,735,389,3500,0.72,0
990061077722,610,424,3626,0.7,0
990007477220,1405,550,1055,0.52,0
990092299809,944,318,2490,0.79,0
990091967789,224,884,3500,0.68,0
990035689280,947,852,3320,0.75,0
990061571936,691,667,5020,0.77,0
990047293519,156,648,1802,0.79,0
990055551685,729,487,4965,0.62,0
990076132083,408,472,4096,0.7,0
990073310737,404,509,5733,0.61,0
990032190999,134,673,4021,0.74,1
990082221422,1469,356,4561,0.88,0
990058681055,196,507,3007,0.68,0
990053258198,1065,528,2739,0.84,0
990010073483,601,550,1846,0.81,0
990070552429,918,650,5353,0.62,0
990055302703,421,289,2076,0.56,0
990090147732,1083,489,7414,0.58,0
990053342210,977,434,5610,0.87,0
990046066690,410,792,3153,0.73,0
990019216752,314,562,6544,0.64,0
990096144325,585,263,5257,0.67,0
990023282811,1712,104,3424,0.59,0
990054157570,864,646,1883,0.82,0
990085274832,477,612,5719,0.51,0
990071485027,376,487,1443,0.74,0
990018603970,453,302,7706,0.61,0
990094982407,294,468,4281,0.51,0
990039087348,1544,552,5122,0.63,0
990059812695,1862,1394,8977,0.39,1
990013272824,1037,132,4986,0.69,0
990046765233,1054,231,5726,0.52,0
990049480399,353,351,911,0.6,0
990068191850,1094,262,2517,0.8,0
990064390868,609,558,4988,0.54,0
990067174192,246,385,7508,0.55,1
990047882720,210,157,4104,0.6,0
990008240515,204,451,2790,0.82,0
990017634011,817,459,6370,0.83,0
990045577476,660,741,5068,0.68,0
990090624210,159,397,3138,0.72,0
990052094288,636,504,4608,0.54,0
990072348542,576,360,5544,0.59,0
990099405055,805,813,3333,0.89,0
990092992896,636,407,7299,0.68,1
990054941748,1034,488,4169,0.68,0
990099342935,1231,820,842,0.63,0
990099204495,644,209,4682,0.73,0
990054685676,1349,187,5109,0.59,0
990014666367,663,518,4315,0.85,0
990034349408,1125,1254,8508,0.42,1
990051365056,813,670,521,0.88,0
990067294324,1094,533,6231,0.5,0
990003342844,790,506,3461,0.51,0
990034402482,856,539,4689,0.84,0
990041213249,565,490,2965,0.69,0
990006414477,182,485,2950,0.72,0
990056274050,897,616,3171,0.88,0
990018796539,222,647,1422,0.69,0
990041830266,792,524,6831,0.83,0
990046119794,391,834,4636,0.58,0
990050509814,1004,457,3527,0.57,0
990091901219,1292,710,3005,0.51,0
990014311168,238,526,3005,0.53,0
990060919721,697,482,7048,0.67,0
990085802790,754,615,5173,0.56,0
990055428945,726,921,2543,0.85,0
990092565798,1266,854,551,0.71,0
990067653547,1246,804,4558,0.5,0
990027712771,1220,465,4427,0.65,0
990076021110,330,202,4360,0.7,0
990031452376,1689,232,4705,0.57,0
990031059915,727,921,2121,0.52,0
990085602762,707,731,1944,0.79,0
990044373699,1212,657,4961,0.7,0
990017274064,512,316,4903,0.82,0
990062133795,124,707,6262,0.86,0
990024253451,1060,689,2219,0.77,0
990034024199,2460,1168,9678,0.39,1
990007207100,334,117,6815,0.64,0
990080718680,823,219,3709,0.74,0
990026456162,1429,568,1321,0.74,0
990025194830,841,620,6735,0.55,0
990090196137,2099,578,8228,0.46,1
990067003047,1020,664,4263,0.79,0
990070552211,962,296,3981,0.59,1
990035491751,1262,770,4676,0.57,0
990083952601,397,520,6546,0.81,0
990037506049,1195,141,5463,0.79,0
990053611752,765,216,7755,0.76,0
990073405270,130,630,4670,0.69,0
990032891092,950,324,4127,0.69,0
990018112222,1152,924,4148,0.6,0
990031328870,1320,1206,10489,0.45,1
990014232161,800,189,4427,0.87,0
990037734295,1115,428,2219,0.75,0
990051715559,688,517,2234,0.74,0
990066669222,834,462,3489,0.72,0
990008212230,887,1002,1145,0.6,0
990092600772,2010,1426,7473,0.45,1
990051965771,727,164,4052,0.69,0
990035079118,1102,427,4635,0.59,0
990078882510,486,787,1377,0.8,0
990041864999,679,702,1436,0.87,0
990003600129,298,225,1716,0.68,0
990091550762,1723,502,6122,0.76,1
990083800441,651,872,6997,0.68,0
990093376968,1039,642,7073,0.61,1
990031871630,915,546,4853,0.88,0
990069249627,382,670,5860,0.78,0
990085934096,717,338,3304,0.73,0
990019290967,767,527,6069,0.65,0
990048161804,1198,405,4267,0.83,0
990053542640,1474,550,5166,0.56,0
990050075287,1061,606,4590,0.85,0
990060170992,549,493,5284,0.68,0
990049831813,1353,822,2256,0.86,0
990001951690,168,323,4003,0.73,0
990044060292,785,676,2836,0.6,0
990050223336,479,164,4562,0.8,0
990022909874,117,1106,3902,0.74,0
990026478700,1021,262,1966,0.59,0
990007942427,268,543,2728,0.57,0
990026713219,969,706,6491,0.83,0
990020634194,2015,860,9002,0.37,1
990051963529,912,322,1397,0.66,0
990026404202,501,478,6066,0.53,0
990096018329,1035,504,5319,0.73,0
990024684030,791,248,2188,0.62,0
990029726830,1186,523,4435,0.68,0
990072349471,1141,377,6254,0.63,1
990069349309,450,330,1566,0.74,0
990043418929,1027,372,5334,0.73,0
990067873449,2291,1033,9509,0.37,1
990043112753,680,383,4976,0.69,0
990084531516,856,855,2807,0.8,0
990024440435,2422,1198,9757,0.24,1
990073276177,741,515,4149,0.7,0
990075365591,882,254,3767,0.55,0
990075474701,991,450,2659,0.68,0
990009077239,1204,907,3366,0.89,0
990034512486,1745,965,9682,0.29,0
990072149470,869,573,4267,0.83,0
990014465035,1044,345,3828,0.57,0
990034017634,1277,222,5948,0.68,0
990053822286,1051,757,5605,0.55,0
990085731523,381,191,7443,0.56,0
990016129181,608,694,1945,0.72,0
990083248736,1403,438,5116,0.75,0
990033563901,474,361,2991,0.63,0
990013259288,971,540,4587,0.75,0
990057323361,364,453,3103,0.51,0
990059577545,1274,238,2215,0.72,0
990073891389,464,774,3658,0.55,0
990083422062,806,290,3902,0.73,0
990088881054,2408,1419,6461,0.37,1
990090506262,1126,354,5119,0.74,0
990052702356,758,456,2057,0.89,1
990060210788,1320,551,3426,0.8,0
990037387597,889,207,2208,0.86,0
990066645473,1431,871,2177,0.7,0
990029758459,716,721,3475,0.78,0
990033411181,1235,441,3004,0.76,0
990091775394,504,153,2419,0.84,0
990082770034,1280,516,5132,0.68,0
990077388667,902,542,4860,0.5,0
990080741591,898,739,6951,0.83,0
990073666535,856,646,4118,0.53,0
990083666345,591,574,4230,0.73,0
990008512672,645,265,4500,0.74,0
990044656372,867,679,2782,0.88,0
990070062243,378,965,7558,0.62,0
990083359527,1294,258,1788,0.82,0
990078594002,908,580,2775,0.62,0
990030331842,1463,512,4067,0.77,0
990081374499,382,664,5403,0.76,0
990073201809,879,637,6826,0.9,0
990097056592,2029,904,6908,0.33,1
990085433833,1052,576,7284,0.89,0
990089265125,712,530,2535,0.56,0
990053429765,1021,317,5806,0.57,0
990020682176,272,836,3216,0.59,0
990079880253,1400,511,4666,0.55,1
990070937176,1362,681,5717,0.87,0
990071427044,507,357,5256,0.83,0
990079627701,713,519,2668,0.75,0
990078204704,198,573,1203,0.74,0
990022316892,427,459,4436,0.56,0
990002108039,918,618,3867,0.88,0
990032477463,986,337,4647,0.59,0
990098678191,1123,458,3917,0.58,0
990045800109,1436,1149,5508,0.51,1
990054265577,1603,1195,7537,0.37,1
990032148735,520,445,3497,0.66,0
990056043393,1460,909,6520,0.35,1
990099111780,810,626,2675,0.8,0
990089369648,1196,136,7090,0.79,0
990080715896,1210,484,6648,0.9,0
990087008591,1761,927,9021,0.36,1
990039187075,519,427,4622,0.57,0
990086147718,1065,544,3732,0.7,0
990007374613,619,336,5236,0.88,0
990049989121,392,344,1468,0.82,0
990011441549,569,820,580,0.62,0
990085955235,411,847,2666,0.78,0
990063894358,1391,1225,6083,0.52,1
990091687467,1140,792,3351,0.62,0
990050152237,769,456,8745,0.56,0
990044673592,585,642,3443,0.84,0
990041876936,1752,1094,8683,0.34,1
990056309685,1642,251,6252,0.55,0
990096090602,1031,446,4628,0.51,0
990098701376,1194,574,4859,0.81,1
990063280550,670,386,1803,0.55,0
990064266353,860,539,3704,0.61,0
990071457525,522,610,3350,0.71,0
990042601151,376,250,6020,0.77,0
990059603975,1817,712,10669,0.36,1
990064057469,750,446,6666,0.88,0
990000519153,1102,557,1995,0.62,0
990021371862,804,790,2002,0.75,0
990088976697,947,814,7747,0.7,0
990056335914,1166,491,3233,0.62,0
990085507963,681,404,3726,0.85,0
990096754969,915,553,4574,0.66,1
990098150889,689,705,4113,0.71,0
990067395751,1559,625,3596,0.73,0
990095191767,1476,571,4314,0.8,0
990043642775,2362,1190,6167,0.27,1
990081967255,473,599,3355,0.76,0
990082381917,655,308,3782,0.82,1
990096475519,333,609,6093,0.65,0
990013770342,512,684,3048,0.89,0
990023068890,794,654,1077,0.59,0
990038111870,530,466,3296,0.78,0
990049854571,208,332,2398,0.71,0
990011002623,1037,579,4852,0.86,0
990095039627,2253,991,8016,0.37,1
990043931104,384,621,4590,0.86,0
990052327468,745,691,4782,0.78,0
990093465508,1201,561,3998,0.54,0
990082818630,695,1056,1125,0.74,0
990088775107,615,437,5057,0.54,0
990009569939,704,446,1790,0.83,0
990014658272,424,708,3007,0.73,0
990018816612,755,562,4858,0.71,0
990066249558,1943,366,4509,0.7,0
990044926687,747,676,2363,0.53,0
990008404294,739,380,7585,0.65,0
990090464038,974,419,5072,0.75,0
990087608745,510,409,3016,0.71,0
990099472251,697,744,3997,0.79,0
990011463207,601,576,4961,0.61,0
990067517212,1054,303,5531,0.82,0
990001369567,747,940,2813,0.74,0
990021621847,1264,440,1576,0.59,0
990053183962,1089,695,3254,0.6,0
990039649405,518,707,4693,0.7,0
990075923388,469,198,2054,0.7,0
990015684867,357,994,4240,0.62,0
990082734066,434,812,3325,0.77,0
990030997928,396,574,6386,0.69,0
990039740236,821,242,5339,0.81,0
990043784207,826,706,2806,0.56,0
990056722984,1094,234,4959,0.68,0
990022645684,153,600,1186,0.62,0
990043200208,1141,1241,6179,0.45,1
990006013513,661,528,4842,0.56,0
990092669204,1006,601,5987,0.85,0
990021381373,791,714,5826,0.78,0
990081476850,1343,469,4635,0.83,0
990073682222,1956,1263,8034,0.47,1
990042708650,735,601,4560,0.61,0
990071859669,352,611,1832,0.8,0
990098858182,654,547,6027,0.84,0
990052087255,632,399,1507,0.61,0
990074813225,2090,865,8991,0.31,1
990011486369,1190,442,5662,0.55,0
990084434130,993,111,2826,0.8,0
990074265058,780,385,4606,0.58,0
990098252307,1126,491,4352,0.57,0
990040159648,752,183,4233,0.63,0
990063887307,824,795,4642,0.76,0
990048701069,1906,861,3389,0.74,0
990061195941,610,531,4810,0.53,0
990064190615,343,486,5480,0.66,0
990083582989,487,372,2837,0.69,0
990042675757,701,624,7803,0.56,0
990036506163,373,339,6655,0.65,0
990021287181,1039,564,4914,0.85,0
990033852625,117,203,5037,0.71,0
990039592714,428,554,4999,0.56,0
990081303819,127,372,6212,0.76,0
990012772879,386,535,2944,0.79,0
990077827717,328,307,3582,0.75,0
990097854610,814,112,5532,0.65,0
990042493827,1016,684,3494,0.89,0
990036614900,427,558,3544,0.58,0
990059528865,1409,107,5384,0.74,0
990071510425,1001,335,4298,0.58,0
990017812105,298,482,6197,0.5,0
990042237245,730,229,5649,0.67,0
990043834637,1151,198,1511,0.71,0
990024497425,1250,586,4345,0.59,0
990008679013,567,875,4126,0.58,0
990030980783,542,544,2337,0.72,0
990098319229,1000,809,3797,0.63,0
990073014492,379,652,6922,0.61,0
990049189543,459,506,5582,0.87,0
990066065200,583,539,4546,0.56,0
990019566945,589,545,3799,0.78,0
990011298473,1351,327,4065,0.57,0
990080079206,230,553,517,0.51,0
990098673573,880,532,4757,0.78,0
990087097731,549,760,2105,0.66,0
990092624122,733,527,4480,0.53,0
990082293375,1934,1280,9294,0.53,1
990002559232,1552,968,9253,0.34,1
990005234362,744,390,1677,0.59,0
990013793072,579,735,4115,0.51,0
990030147109,1275,413,3438,0.76,0
990000787418,948,756,4597,0.7,0
990059514950,824,496,5382,0.73,0
990078160202,860,783,6593,0.52,0
990088037995,685,154,5278,0.8,1
990028505010,318,198,4681,0.78,0
990011474382,848,431,3233,0.58,0
990041979026,1214,396,2887,0.72,0
990069455923,172,747,2442,0.82,0
990020941020,138,455,1961,0.83,0
990079653993,1882,1261,6314,0.39,1
990026015133,1643,855,5987,0.31,0
990061762915,494,651,3143,0.73,0
990092147084,575,639,6792,0.71,0
990098761030,357,562,2696,0.89,0
990006287817,872,685,6047,0.8,0
990053456157,790,475,4881,0.67,0
990034167626,768,416,3865,0.72,0
990089269168,1177,236,4536,0.66,0
990065878567,1437,460,8142,0.51,0
990048807254,589,848,2826,0.74,0
990009230402,909,870,5431,0.75,0
990051071637,935,767,3898,0.66,0
990097764679,426,439,6343,0.63,0
990074576036,912,695,3596,0.59,0
990095485941,863,334,4284,0.58,0
990054261625,540,725,3869,0.78,0
990022111116,784,517,8057,0.8,0
990057832478,1546,511,4709,0.59,0
990082414786,952,431,5423,0.69,0
990039318474,172,424,6479,0.63,0
990098819815,1221,721,3807,0.74,0
990087666103,506,207,6554,0.52,0
990007235321,798,416,5045,0.52,0
990018435924,1195,733,5374,0.53,0
990050707294,923,104,5760,0.72,0
990060096168,318,573,6919,0.57,0
990060133916,945,356,1238,0.63,0
990039254104,1437,381,4511,0.52,0
990069248440,729,247,4055,0.52,0
990063322757,375,566,7241,0.51,0
990076885673,872,461,6812,0.52,0
990013049555,1559,299,781,0.68,0
990076268627,1240,1374,10981,0.43,1
990078357890,592,354,5374,0.8,0
990047195850,1601,584,10332,0.42,1
990084891803,1144,824,5341,0.66,0
990076559398,716,430,5417,0.58,0
990014743788,1575,1099,4785,0.87,0
990003117395,379,357,1391,0.85,0
990086599284,451,401,3132,0.62,0
990079837344,119,336,2577,0.53,0
990043208697,1250,438,5124,0.67,0
990097738419,792,780,4926,0.5,1
990089011756,2205,1295,7462,0.39,1
990029959094,481,953,5982,0.79,0
990055591359,808,439,5299,0.85,0
990095034009,578,599,5273,0.73,0
990061627035,611,639,1002,0.82,0
990077957877,2058,924,8229,0.37,1
990028433062,455,387,1083,0.67,0
990016624267,1044,413,4315,0.89,0
990028956738,661,510,5425,0.69,0
990062905009,866,627,5555,0.73,0
990012911533,869,232,2916,0.73,0
990059494663,897,387,3136,0.66,1
990084767830,533,625,6086,0.64,0
990042227575,189,302,3143,0.81,0
990026216455,651,774,4866,0.53,0
990009828221,1595,906,10568,0.37,1
990040674521,1297,714,884,0.8,0
990045292529,1000,454,2060,0.78,0
990060014285,378,478,4554,0.66,0
990052534721,1149,428,3007,0.54,0
990005348473,587,1076,5272,0.51,0
990082201512,1080,595,1899,0.66,0
990067309925,2009,1219,8763,0.52,1
990089046248,973,491,4587,0.74,0
