A-Party Number,Total Calls,Unique B-Parties,Average Call Duration,Call Success Rate,Spam
990067688517,1055,832,9864,0.73,0
990062843158,446,569,6409,0.89,0
990062516038,900,572,6052,0.81,0
990036161491,654,691,9346,0.81,0
990063110162,790,818,7866,0.73,0
990066529481,774,725,7008,0.8,0
990056901492,546,623,6658,0.83,0
990091788984,574,400,6167,0.82,0
990062214741,435,427,5671,0.78,0
990003896227,810,618,7361,0.84,0
990086471537,1433,819,2870,0.56,1
990029370564,857,705,5500,0.91,0
990098569434,1040,576,6584,0.83,0
990043639557,364,678,7921,0.76,0
990086714700,721,551,7815,0.88,0
990056521834,813,618,7195,0.78,0
990006453584,1170,902,6997,0.7,0
990058968725,793,667,6518,0.75,0
990016610805,935,756,7782,0.73,0
990033733249,779,498,8029,0.76,0
990088046670,1049,693,6263,0.73,0
990063777903,500,711,7683,0.84,0
990088892845,815,759,5971,0.79,0
990020681359,992,465,7298,0.78,0
990008417507,383,695,7799,0.78,0
990048244799,590,542,6454,0.8,0
990008967179,957,752,6582,0.87,0
990029915626,460,566,5736,0.67,0
990087195735,862,623,4216,0.72,0
990042026715,743,614,7988,0.86,0
990056329648,1155,706,4157,0.86,0
990055176443,989,756,6562,0.85,0
990017843499,871,638,6770,0.77,0
990061840212,667,555,7088,0.83,0
990018425905,928,566,6890,0.77,0
990032203978,1151,502,7613,0.74,0
990020644563,994,533,5119,0.89,0
990066110463,834,645,7008,0.82,0
990039838763,719,883,7228,0.9,0
990063449954,789,662,7232,0.81,0
990063475002,499,495,7946,0.85,0
990042981142,563,322,7058,0.63,0
990088759698,864,733,7269,0.8,0
990009624641,525,499,7029,0.78,0
990026738826,552,817,6563,0.86,0
990073033742,1222,686,4026,0.41,1
990018295370,695,800,8060,0.87,0
990004367508,1108,605,6027,0.84,0
990061545871,710,725,8522,0.84,0
990078505723,900,483,7126,0.76,0
990072575691,713,496,8811,0.86,0
990009502729,707,572,8752,0.84,0
990087167162,1104,790,8337,0.73,0
990040914262,829,375,8420,0.88,0
990006729310,700,683,6697,0.81,0
990093308131,693,779,6808,0.82,0
990012842115,839,792,7013,0.78,0
990051118058,552,677,8315,0.69,0
990043080800,1039,667,8095,0.88,0
990072561346,484,701,6214,0.84,0
990018218469,1141,638,7062,0.82,0
990056075678,678,653,7184,0.87,0
990076521065,690,692,7140,0.72,0
990020796381,847,1011,6549,0.67,0
990030166133,646,684,8366,0.76,0
990096466980,958,792,6776,0.8,0
990049619951,888,613,7530,0.72,0
990003785822,417,732,6874,0.81,0
990038040081,1046,685,4277,0.43,1
990033685635,1172,414,7072,0.78,0
990084292902,597,356,6460,0.73,0
990017523688,839,703,5340,0.85,0
990080458129,711,697,8913,0.91,0
990006027233,978,608,7876,0.78,0
990006975486,887,792,6521,0.84,0
990045947405,1199,444,7165,0.85,0
990093920496,558,794,7880,0.92,0
990026390335,912,542,6866,0.84,0
990061801421,925,512,7536,0.67,0
990068424719,1074,926,6729,0.87,0
990082881532,757,764,7214,0.69,0
990054888142,1125,738,8059,0.87,0
990059312030,623,899,6316,0.85,0
990082353757,819,665,6138,0.93,0
990032508639,733,608,6614,0.83,0
990077471281,554,491,5436,0.79,0
990026921710,1066,442,8095,0.87,0
990059249926,778,436,6636,0.71,0
990059673697,629,976,6763,0.95,0
990088040626,909,710,6610,0.82,0
990034180734,1219,646,3658,0.42,1
990078849114,666,938,7376,0.81,0
990056576302,557,522,7111,0.77,0
990039058466,469,603,8017,0.85,0
990048223464,913,396,8348,0.79,0
990059202315,978,738,7053,0.72,0
990044682138,1731,752,2768,0.44,1
990007714843,761,819,6077,0.9,0
990034044752,357,778,5086,0.81,0
990077578215,1255,618,7035,0.81,0
990047953518,748,590,6148,0.83,0
990029637429,894,655,6279,0.74,0
990017843351,711,635,5734,0.97,0
990013010624,1016,572,6027,0.76,0
990006813325,742,812,7839,0.79,0
990089721977,902,659,6780,0.82,0
990024642392,895,662,5719,0.83,0
990018208160,317,606,8282,0.79,0
990026781163,829,213,6268,0.69,0
990012139342,894,403,5755,0.92,0
990040242827,1191,972,7779,0.76,0
990086005583,1156,610,3316,0.48,1
990018114670,995,598,2651,0.37,1
990090891299,1106,983,6825,0.89,0
990006857741,972,542,5802,0.86,0
990029766681,654,764,8606,0.74,0
990090658039,1317,692,2992,0.5,1
990023214180,741,744,8872,0.84,0
990048995424,721,606,6355,0.76,0
990016715190,1331,788,5039,0.8,0
990073327620,1113,762,5918,0.69,0
990069153092,962,889,8953,0.82,0
990074324914,725,688,5070,0.8,0
990095454367,733,643,6920,0.78,0
990098609389,558,904,6506,0.76,0
990043196329,573,492,8115,0.79,0
990058978914,887,622,6861,0.83,0
990077276121,1035,863,6650,0.72,0
990092401668,654,526,7947,0.67,0
990000871268,1180,778,3368,0.39,1
990089357249,335,811,8409,0.91,0
990092599439,1070,879,2127,0.46,1
990095955398,964,347,6750,0.72,0
990030237600,824,513,7558,0.9,0
990038291621,1100,756,5574,0.86,0
990021746560,528,572,7386,0.72,0
990086275116,709,728,6728,0.94,0
990090091061,571,957,7838,0.7,0
990035160957,725,550,5420,0.88,0
990018290568,603,661,6135,0.86,0
990094022973,648,792,5844,0.8,0
990016692327,774,994,7514,0.67,0
990026791979,403,463,6659,0.67,0
990018411164,654,760,6455,0.73,0
990005093013,877,655,7358,0.84,0
990050149911,1765,829,4047,0.42,1
990093415867,1114,644,2786,0.47,1
990028564664,947,756,7430,0.66,0
990036808601,851,540,7689,0.74,0
990090640094,996,414,7218,0.8,0
990020678042,1316,541,7791,0.72,0
990038980193,327,580,8051,0.7,0
990091449997,770,363,6494,0.83,0
990096956371,1029,735,3070,0.4,1
990030108754,1338,526,7047,0.73,0
990097404501,813,885,7445,0.91,0
990034056487,620,794,6559,0.79,0
990032808103,654,648,8047,0.61,0
990010229897,446,685,8000,0.65,0
990074222315,165,873,7170,0.79,0
990046865349,753,579,6603,0.77,0
990081950929,524,229,6818,0.79,0
990053325485,1016,975,6496,0.72,0
990027060956,650,905,9267,0.78,0
990049242550,596,734,7876,0.68,0
990013067454,1378,835,4294,0.45,1
990090095742,928,644,4997,0.71,0
990077753227,939,677,7306,0.81,0
990049034222,580,636,6798,0.81,0
990091728889,1237,679,5241,0.78,0
990013663575,857,643,7323,0.83,0
990046588091,752,832,5012,0.78,0
990060393693,1046,531,7407,0.73,0
990051118352,1186,449,6105,0.93,0
990072080359,1066,718,7793,0.78,0
990082124080,869,619,7974,0.76,0
990031370494,991,860,6270,0.77,0
990099470950,1139,719,2729,0.5,1
990075260268,1372,677,3393,0.45,1
990064816612,639,537,6781,0.75,0
990009450141,798,763,6756,0.7,0
990098686241,831,1024,7237,0.93,0
990006704288,1326,464,2249,0.52,1
990062338138,1258,599,4190,0.42,1
990097021085,487,257,6949,0.79,0
990025454301,802,579,7987,0.8,0
990080967617,935,698,7441,0.83,0
990095009080,920,560,7096,0.69,0
990078497359,686,536,6038,0.68,0
990045514829,494,909,4924,0.85,0
990090527845,390,673,6738,0.89,0
990011133635,1284,749,3959,0.33,1
990053887758,1022,631,8586,0.75,0
990071137350,410,759,7153,0.75,0
990076596715,529,665,6711,0.81,0
990096587811,910,745,5626,0.85,0
990088186059,521,797,5432,0.7,0
990096145280,507,797,7413,0.82,0
990021050929,975,471,5758,0.89,0
990022275045,920,514,9329,0.89,0
990047106439,689,652,8018,0.99,0
990061546293,671,444,6127,0.79,0
990049596904,989,650,5999,0.72,0
990005606226,1080,651,7417,0.9,0
990000363496,981,658,6386,0.88,0
990016181305,704,338,8108,0.88,0
990026035854,571,752,7747,0.94,0
990074298108,804,538,7649,0.83,0
990050933978,1028,297,9298,0.78,0
990013494137,1221,548,3770,0.28,1
990003434020,987,725,7081,0.72,0
990035071973,986,1038,3670,0.38,1
990093376142,949,874,6212,0.7,0
990069111130,845,595,8872,0.65,0
990075555514,1156,737,2942,0.48,1
990014394748,1030,738,5508,0.86,0
990061815102,814,398,6978,0.68,0
990007834165,865,565,6531,0.75,0
990074042376,802,620,6911,0.84,0
990042906894,817,795,7669,0.75,0
990092844670,1373,749,7806,0.75,0
990084468291,387,514,6472,0.74,0
990019253266,1078,661,6649,0.73,0
990017764263,769,587,7023,0.74,0
990049202846,847,572,8415,0.9,0
990081463998,419,868,5872,0.78,0
990016070908,1148,571,6915,0.81,0
990072032470,939,471,8688,0.73,0
990054570534,951,753,7551,0.79,0
990000389214,854,569,5814,0.61,0
990086381201,1512,527,2868,0.43,1
990077835659,796,504,7489,0.83,0
990091777226,326,692,6740,0.84,0
990029793646,433,967,7057,0.74,0
990040637884,1430,724,2267,0.49,1
990093719012,800,564,7535,0.67,0
990055177211,985,427,6343,0.87,0
990046299001,1250,967,4235,0.59,1
990069134407,698,607,6296,0.71,0
990048433526,1180,690,6991,0.72,0
990089932661,732,591,5144,0.82,0
990003551581,580,597,6168,0.81,0
990089649920,119,523,7022,0.67,0
990050151681,930,711,6397,0.78,0
990049979630,500,703,6376,0.72,0
990059492663,847,822,7844,0.8,0
990019642055,1067,795,1766,0.39,1
990057031308,765,738,5481,0.69,0
990008077340,827,495,7113,0.83,0
990026760969,500,499,7232,0.79,0
990070928890,1068,759,2509,0.55,1
990054824109,687,608,7899,0.74,0
990060664815,519,416,7614,0.71,0
990007325806,943,462,6149,0.75,0
990094142676,760,681,5705,0.76,0
990001940263,824,746,5979,0.71,0
990098976847,847,536,5972,0.77,0
990028218137,962,525,6072,0.81,0
990014949164,886,792,6621,0.86,0
990099180367,373,410,8809,0.87,0
990090987227,823,414,8504,0.76,0
990093309245,401,466,7496,0.82,0
990075097487,671,458,6374,0.9,0
990035005696,874,589,6623,0.83,0
990096654246,751,314,7678,0.71,0
990061892060,1381,605,4262,0.54,1
990010379379,1096,520,7811,0.67,0
990067150002,719,499,6964,0.8,0
990094991761,792,667,7250,0.88,0
990093720405,1141,445,6441,0.8,0
990050581315,642,568,8640,0.67,0
990001834827,702,696,4574,0.75,0
990073960030,1482,701,4023,0.36,1
990003971399,581,290,7928,0.82,0
990050347516,1057,572,6776,0.81,0
990003387617,680,679,8209,0.77,0
990032008573,887,195,5194,0.86,0
990069705511,741,341,7524,0.88,0
990093688295,634,805,5950,0.81,0
990054688883,1170,716,5966,0.73,0
990089890188,954,739,6302,0.83,0
990017240092,821,628,8443,0.76,0
990012263430,1277,789,2900,0.45,1
990096058511,650,787,7722,0.93,0
990032951394,1014,486,6718,0.6,0
990072773920,947,631,6623,0.81,0
990054636839,1271,496,3224,0.49,1
990095925392,1577,662,3417,0.41,1
990084418241,835,741,5571,0.76,0
990073770995,635,750,7221,0.73,0
990024621045,940,583,5998,0.76,0
990042594825,402,574,6553,0.8,0
990067754176,1295,753,2673,0.35,1
990033699310,1097,1004,7032,0.76,0
990030183061,816,489,5982,0.84,0
990055948963,736,826,7176,0.9,0
990019107785,1095,462,7598,0.77,0
990075213745,514,513,6273,0.73,0
990011050638,627,857,6426,0.62,0
990080636265,689,635,7883,0.78,0
990023909563,781,812,7140,0.88,0
990096556470,1099,655,8299,0.75,0
990037915197,679,714,5447,0.88,0
990076087979,1296,500,3284,0.4,1
990008546659,1043,470,6382,0.76,0
990049870892,1078,553,8379,0.9,0
990051547436,866,455,6823,0.76,0
990088586788,309,659,6510,0.76,0
990006714055,619,613,2031,0.57,1
990048352874,1284,584,3770,0.58,1
990086984581,512,445,7786,0.78,0
990032932925,202,952,7857,0.85,0
990064882205,886,642,7138,0.78,0
990034954653,801,899,6899,0.68,0
990098335328,911,456,9333,0.78,0
990008124328,667,594,5641,0.73,0
990012761055,891,774,5636,0.91,0
990056379538,489,414,6438,0.75,0
990011587218,1666,748,2102,0.55,1
990082283624,847,651,5667,0.77,0
990025334704,1249,713,3053,0.34,1
990040753227,759,720,5401,0.79,0
990019766709,783,797,6949,0.78,0
990049040334,897,500,6203,0.79,0
990096839962,1023,636,7166,0.73,0
990049619792,987,551,6923,0.76,0
990028002112,570,462,8230,0.84,0
990084120415,504,840,6395,0.81,0
990095319608,707,769,6343,0.87,0
990034869957,506,763,8548,0.79,0
990017358969,760,557,5442,0.8,0
990001080358,967,596,5737,0.82,0
990018760334,745,757,7151,0.83,0
990040293911,1153,519,6426,0.72,0
990033364946,1109,608,7932,0.74,0
990048617560,596,278,7843,0.82,0
990084088340,1007,760,6945,0.82,0
990019450935,695,815,6756,0.83,0
990032577532,955,582,7618,0.78,0
990094925280,863,867,6974,0.75,0
990094322328,891,711,6721,0.66,0
990085767018,1125,520,2808,0.49,1
990052405592,843,1039,7317,0.8,0
990059618709,963,884,7823,0.7,0
990063420571,970,836,2728,0.3,1
990006089193,430,517,7956,0.83,0
990069761109,667,562,7568,0.75,0
990073546123,1745,575,1887,0.41,1
990056699327,988,847,6807,0.79,0
990043800070,1034,981,7597,0.81,0
990048258669,616,721,7528,0.79,0
990056998581,843,347,8174,0.81,0
990056809890,1117,1112,4092,0.55,1
990078562211,577,558,7004,0.82,0
990073488707,400,685,7345,0.99,0
990026035332,622,617,5771,0.82,0
990049187653,1152,826,6774,0.83,0
990073497646,499,413,6605,0.72,0
990013679756,492,694,8463,0.87,0
990009635392,658,752,7416,0.81,0
990044618727,1283,611,5483,0.67,0
990060630209,1106,804,6555,0.76,0
990031261842,720,353,5934,0.82,0
990063565142,958,588,8393,0.76,0
990080316754,1089,427,7993,0.91,0
990053016551,606,282,7281,0.79,0
990048817643,553,583,6540,0.93,0
990042736409,662,584,5766,0.98,0
990041453372,710,646,6206,0.86,0
990058811611,1494,630,2542,0.53,1
990043748820,591,830,8873,0.81,0
990028106415,849,612,6951,0.73,0
990065372835,929,704,7223,0.82,0
990056984340,920,975,7722,0.77,0
990002820770,696,422,9107,0.83,0
990037218693,908,712,6182,0.82,0
990019811114,734,643,7462,0.69,0
990051593718,627,363,7618,0.8,0
990078589332,819,427,5365,0.8,0
990065646846,558,700,5859,0.81,0
990011103192,1312,1016,3981,0.51,1
990027084598,753,625,6587,0.81,0
990053496926,758,745,7506,0.9,0
990093939457,352,440,4359,0.88,0
990009667238,850,675,6592,0.78,0
990074783814,1262,625,2965,0.43,1
990052497753,867,582,6275,0.74,0
990072537860,962,556,7508,0.72,0
990042628298,895,550,6185,0.9,0
990083822169,434,723,8362,0.82,0
990051328560,1075,476,6273,0.8,0
990086547528,493,980,6650,0.91,0
990031266536,391,620,6002,0.84,0
990090753149,596,514,8076,0.73,0
990002534230,564,553,6697,0.74,0
990075004964,575,448,7083,0.73,0
990098150234,1251,625,8991,0.85,0
990017782355,681,711,6667,0.75,0
990014620202,960,570,6611,0.85,0
990069615797,905,783,7148,0.82,0
990027902006,992,920,3592,0.49,1
990057452551,617,762,7812,0.77,0
990066961300,854,451,5926,0.74,0
990089451100,725,453,7082,0.75,0
990058780087,404,569,5733,0.9,0
990054982467,835,736,6138,0.73,0
990069419799,793,591,5946,0.75,0
990054776444,1108,433,7080,0.82,0
990041259257,845,755,8312,0.89,0
990018084196,467,348,8839,0.82,0
990041305600,1326,644,8550,0.82,0
990082572582,257,676,7403,0.79,0
990074242208,1010,572,7816,0.91,0
990097561210,729,466,7011,0.76,0
990089244225,666,801,8659,0.89,0
990034032116,355,387,8127,0.92,0
990088606168,455,768,6628,0.77,0
990029256031,660,790,8395,0.81,0
990051579570,1879,993,4597,0.54,1
990074869387,550,649,8493,0.8,0
990038898566,1151,385,5006,0.75,0
990062141567,872,544,7456,0.86,0
990089928872,848,747,6048,0.75,0
990045313317,202,655,7679,0.83,0
990087169393,905,483,6128,0.89,0
990016495093,800,649,8566,0.79,0
990032531138,1036,661,6583,0.81,0
990077988627,494,477,6713,0.82,0
990083970939,652,496,7975,0.72,0
990098631775,978,549,6650,0.78,0
990062399458,713,538,9154,0.74,0
990055303300,978,512,8596,0.75,0
990053312655,832,469,6651,0.8,0
990078557478,374,621,5761,0.85,0
990094029440,989,642,7437,0.68,0
990035553171,1099,632,7042,0.71,0
990083425054,973,623,7762,0.75,0
990078131304,774,549,6158,0.73,0
990068800169,857,507,6849,0.92,0
990052924726,1187,694,4258,0.31,1
990041301424,584,728,6315,0.87,0
990039635208,1015,729,8815,0.71,0
990035452358,1132,749,6520,0.84,0
990031779261,378,583,4599,0.79,0
990078518589,857,423,6448,0.86,0
990023947581,1319,492,6864,0.86,0
990085924710,640,456,5331,0.84,0
990023953080,682,868,6046,0.84,0
990072388364,956,685,7772,0.92,0
990090057978,432,543,5621,0.78,0
990034980015,730,646,5748,0.81,0
990025309959,991,696,5999,0.87,0
990079325462,479,768,7296,0.85,0
990054681724,1546,816,4532,0.59,1
990052255868,915,1042,2872,0.22,1
990057987234,669,656,8139,0.84,0
990044563038,773,498,7479,0.89,0
990015927498,764,691,6655,0.77,0
990044998870,764,476,6445,0.72,0
990040795140,341,559,6473,0.75,0
990065398234,951,726,7509,0.91,0
990067040465,1064,429,5914,0.73,0
990005407456,1351,611,2767,0.36,1
990003011763,735,415,6401,0.7,0
990080696253,980,722,4434,0.58,1
990062759123,932,753,6377,0.78,0
990005569362,790,510,7789,0.7,0
990000037308,446,764,7379,0.78,0
990015769506,623,524,8210,0.71,0
990075258485,964,697,6392,0.73,0
990095369501,605,343,7032,0.8,0
990082436069,527,786,8540,0.73,0
990045977865,778,363,7705,0.87,0
990023852374,834,669,7230,0.85,0
990043425401,827,558,5703,0.72,0
990069615359,950,978,6687,0.83,0
990095366242,592,648,6635,0.81,0
990087265221,693,553,7411,0.87,0
990077351753,1135,647,6684,0.85,0
990052294209,995,578,6985,0.84,0
990091839501,413,683,7944,0.8,0
990087806148,928,582,8323,0.78,0
990015323159,719,576,8638,0.77,0
990061397607,550,365,6153,0.76,0
990017299731,758,984,8018,0.78,0
990043541050,447,317,7141,0.84,0
990074611027,679,766,7583,0.78,0
990098582933,530,637,6117,0.73,0
990098876479,1437,562,3268,0.43,1
990069850472,1126,751,2228,0.37,1
990025035555,723,770,8203,0.77,0
990022760657,215,840,8012,0.63,0
990083411682,1083,471,6476,0.92,0
990017157461,836,555,6890,0.71,0
990072800946,910,899,6500,0.8,0
990099190948,637,652,5899,0.78,0
990088828332,1348,532,7111,0.77,0
990048395064,744,826,9077,0.85,0
990026958916,982,600,7556,0.83,0
990096847954,600,683,7439,0.73,0
990077362027,917,495,6961,0.75,0
990000114592,882,773,5199,0.45,1
990029462636,623,919,8054,0.72,0
990002733828,1389,805,3364,0.41,1
990061361783,861,878,7296,0.92,0
990070301369,968,454,5328,0.82,0
990039048629,694,847,8544,0.9,0
990066407753,626,818,6014,0.83,0
990004580407,944,611,7533,0.8,0
990052438943,814,617,7064,0.96,0
990024484069,486,525,8225,0.84,0
990065339148,1524,842,2217,0.5,1
990042120099,872,628,8201,0.79,0
990047395160,1339,764,6095,0.89,0
990027908107,463,563,7187,0.7,0
990073448107,524,779,7485,0.8,0
990078422223,1069,664,7768,0.75,0
990015308476,942,489,7397,0.69,0
990069692408,571,642,8987,0.92,0
990024394050,898,770,8587,0.73,0
990063097431,767,690,6682,0.72,0
990048060984,950,491,7768,0.73,0
990012275123,746,645,5626,0.73,0
990087238414,779,719,6365,0.75,0
990060215151,546,438,6982,0.79,0
990092835449,773,730,7418,0.76,0
990045105634,569,548,6374,0.98,0
990007857686,1111,705,803,0.49,1
990029513930,419,714,6721,0.8,0
990054087496,863,547,7620,0.78,0
990003157347,921,745,5349,0.84,0
990095244260,909,1008,6070,0.7,0
990048291461,962,389,6753,0.82,0
990078010862,282,449,7741,0.83,0
990045705238,1424,466,7845,0.85,0
990053284628,1047,445,7166,0.73,0
990058606905,981,325,4232,0.72,0
990019207526,679,840,7808,0.85,0
990097237367,1125,692,7139,0.83,0
990026206264,1012,492,7329,0.86,0
990059631803,608,692,5159,0.86,0
990003314437,1046,446,7790,0.8,0
990073547137,1125,663,5869,0.78,0
990021817798,805,723,7126,0.79,0
990083241066,938,371,8409,0.86,0
990088070593,1120,571,6581,0.74,0
990067097392,226,633,7712,0.73,0
990018048518,1135,747,7207,0.77,0
990085878126,1493,867,1974,0.34,1
990071113835,475,363,5866,0.86,0
990006697831,961,501,7499,0.73,0
990067709047,687,796,7361,0.79,0
990056449938,760,714,7152,0.79,0
990082206835,949,719,6591,0.83,0
990041412147,408,459,6065,0.84,0
990035938401,1257,853,2390,0.49,1
990004357341,728,643,6189,0.89,0
990006949589,832,680,7538,0.76,0
990073539851,764,656,5591,0.7,0
990020683819,669,775,7829,0.88,0
990034966322,640,892,5601,0.87,0
990012212771,1409,901,8040,0.86,0
990045012252,364,177,5676,0.7,0
990090229730,697,590,7773,0.81,0
990098192062,659,657,8400,0.93,0
990069569651,764,605,7006,0.76,0
990028846531,809,346,7306,0.77,0
990057810126,674,483,7251,0.87,0
990010455025,489,694,7259,0.74,0
990011105776,1159,756,6625,0.81,0
990028363276,474,393,7247,0.72,0
990046658311,570,814,8378,0.77,0
990041401913,709,829,7087,0.88,0
990072339226,1198,918,7895,0.75,0
990013142200,1177,525,5634,0.9,0
990071125985,890,912,7686,0.89,0
990047489067,940,549,7424,0.78,0
990042570093,886,450,7304,0.83,0
990018097766,1029,833,6652,0.85,0
990037023406,1126,779,7561,0.65,0
990064041101,825,545,8677,0.86,0
990083542531,961,469,6927,0.81,0
990044188478,563,694,6606,0.88,0
990099918783,1113,455,6884,0.8,0
990004496098,514,554,7377,0.79,0
990021770279,317,974,6546,0.81,0
990006880842,498,881,5035,0.69,0
990027972529,883,356,6556,0.8,0
990020236741,865,736,4379,0.77,0
990057565884,1433,779,2475,0.24,1
990022109261,890,537,7104,0.73,0
990078885206,843,637,7293,0.96,0
990082464516,946,583,6738,0.71,0
990057808943,773,601,8356,0.86,0
990018105933,1180,817,5793,0.96,0
990040839584,855,908,3221,0.59,1
990023192777,1601,783,3533,0.3,1
990088163744,816,608,3507,0.36,1
990051083601,1165,679,6133,0.79,0
990024382806,806,629,7714,0.85,0
990038314380,209,705,7143,0.71,0
990015929066,420,609,7439,0.84,0
990077985527,709,450,7784,0.82,0
990010356492,859,598,8710,0.7,0
990013177642,788,791,7985,0.86,0
990003539218,856,378,7759,0.86,0
990015827773,1055,725,8609,0.71,0
990017817115,670,722,5633,0.76,0
990091223027,743,527,6040,0.81,0
990096217561,606,732,4036,0.82,0
990000551535,1139,477,6391,0.87,0
990052237442,1063,829,3811,0.47,1
990053387193,689,472,7081,0.82,0
990074721038,1027,935,1584,0.49,1
990078597082,963,549,7795,0.81,0
990048638083,1070,581,8229,0.83,0
990008134944,1067,266,6356,0.69,0
990084012231,693,545,7237,0.87,0
990011133280,1084,797,4479,0.47,1
990092412067,839,457,8539,0.68,0
990072908997,859,522,5691,0.8,0
990084252100,606,750,7568,0.72,0
990033174009,511,557,5976,0.86,0
990038704286,808,676,6715,0.72,0
990082194933,489,718,6762,0.64,0
990083454806,795,750,8439,0.75,0
990072454469,598,570,6042,0.8,0
990097739795,895,679,7801,0.84,0
990042662936,859,589,7231,0.85,0
990017242085,825,929,6106,0.84,0
990017445874,679,862,5499,0.81,0
990046572319,1357,565,6272,0.88,0
990093434676,654,296,6777,0.71,0
990018273844,1023,704,8036,0.82,0
990059356172,433,620,9008,0.8,0
990009933238,802,568,7974,0.89,0
990088939476,742,637,7005,0.83,0
990021356670,955,666,7855,0.89,0
990019313167,867,654,7225,0.79,0
990047695338,986,612,8806,0.83,0
990040711758,1833,829,3274,0.43,1
990049764219,851,917,6912,0.91,0
990034538693,272,655,7307,0.93,0
990056747220,573,487,8268,0.78,0
990074978275,747,611,8046,0.85,0
